PU-Code,Outlier Score
04-03-12-004,32.25
04-03-12-005,44.0
04-03-12-006,58.10880829015543
04-03-12-008,9.81865284974093
04-03-12-009,37.673575129533674
04-03-12-012,0.0
04-03-12-014,18.40932642487047
04-03-12-015,46.554404145077726
04-03-12-016,49.5699481865285
04-03-13-001,14.38860103626943
04-03-13-002,33.196891191709845
04-03-13-003,23.5
04-03-13-004,26.32642487046631
04-03-13-007,50.57512953367876
04-03-13-008,48.854922279792746
04-03-13-009,20.41968911917098
04-03-13-010,75.41450777202073
04-03-13-011,15.766839378238346
04-03-13-012,7.849740932642484
04-03-14-001,38.67875647668394
04-03-14-002,25.901554404145074
04-03-14-003,114.35751295336787
04-03-14-004,35.37305699481865
04-03-14-005,5.341968911917099
04-03-14-006,44.49222797927461
04-03-14-007,55.25906735751295
04-03-14-008,55.51813471502591
04-03-14-010,3.497409326424871
04-03-14-012,10.79274611398964
04-03-14-013,49.5699481865285
04-03-15-001,52.66839378238342
04-03-15-002,26.53367875647669
04-03-15-003,48.440414507772026
04-03-15-004,18.575129533678755
04-03-15-005,90.78238341968911
04-03-15-006,90.78238341968911
04-03-15-007,15.393782383419689
04-03-15-008,68.87564766839377
04-03-15-009,17.90155440414508
04-03-15-010,6.347150259067354
04-03-15-011,18.834196891191716
04-03-15-012,53.373056994818654
04-03-15-013,5.932642487046636
04-03-15-014,23.93264248704664
04-03-15-015,34.409326424870464
04-03-15-016,57.103626943005175
04-03-15-017,50.49222797927461
04-03-15-018,64.64766839378238
04-03-15-019,43.53886010362694
04-03-15-020,59.62176165803109
04-03-15-021,60.11917098445596
04-03-15-022,58.108808290155444
04-03-15-023,11.373056994818656
04-03-15-024,47.051813471502584
04-04-01-001,95.56153846153846
04-04-01-002,72.71538461538462
04-04-01-003,76.74615384615386
04-04-01-004,76.74615384615386
04-04-01-005,28.58461538461538
04-04-01-008,5.199999999999998
04-04-01-009,14.661538461538456
04-04-01-010,16.28461538461539
04-04-01-011,17.2923076923077
04-04-01-013,1.4538461538461482
04-04-01-015,11.453846153846161
04-04-01-016,34.42307692307693
04-04-01-017,33.41538461538462
04-04-01-018,34.42307692307693
04-04-01-019,6.130769230769226
04-04-01-020,0.0
04-04-02-001,4.192307692307691
04-04-02-002,22.25384615384615
04-04-02-003,31.400000000000002
04-04-02-004,23.26153846153846
04-04-02-005,76.74615384615386
04-04-02-006,47.44615384615384
04-04-02-007,50.21538461538461
04-04-02-008,62.561538461538454
04-04-02-009,9.623076923076926
04-04-02-010,38.37692307692307
04-04-02-011,72.63846153846154
04-04-02-012,17.215384615384618
04-04-02-013,44.43076923076922
04-04-02-014,35.63846153846154
04-04-02-015,20.238461538461532
04-04-02-016,4.192307692307691
04-04-02-017,50.21538461538461
04-04-02-018,6.884615384615382
04-04-02-019,19.307692307692317
04-04-02-020,54.78461538461538
04-04-03-001,88.04615384615386
04-04-03-002,40.39230769230769
04-04-03-003,8.507692307692311
04-04-03-004,27.584615384615386
04-04-03-005,61.02307692307693
04-04-03-006,21.323076923076922
04-04-03-007,71.92307692307693
04-04-03-008,59.54615384615385
04-04-03-009,0.0
04-04-03-011,41.94615384615385
04-04-03-012,37.376923076923084
04-04-03-013,50.55384615384616
04-04-03-014,45.5076923076923
04-04-03-015,45.5076923076923
04-04-04-001,11.246153846153842
04-04-04-002,57.52307692307692
04-04-04-003,23.73076923076923
04-04-04-004,6.5
04-04-04-005,85.33333333333334
04-04-04-006,63.333333333333336
04-04-04-007,26.5
04-04-04-008,62.66666666666667
04-04-04-010,26.36923076923078
04-04-04-011,22.0
04-04-04-012,61.84615384615385
04-04-04-013,17.5
04-04-04-014,15.5
04-04-04-015,37.33333333333333
04-04-04-016,11.530769230769229
04-04-04-017,11.0
04-04-05-001,18.05384615384616
04-04-05-002,29.592307692307703
04-04-05-003,36.19230769230769
04-04-05-004,46.51538461538461
04-04-05-005,52.569230769230764
04-04-05-006,53.569230769230764
04-04-05-007,11.453846153846156
04-04-05-008,32.88461538461538
04-04-05-009,8.515384615384619
04-04-05-010,51.95384615384615
04-04-05-011,59.61538461538462
04-04-05-012,34.353846153846156
04-04-05-013,7.43076923076923
04-04-05-014,62.64615384615384
04-04-06-001,131.0846153846154
04-04-06-003,57.80769230769231
04-04-06-004,63.57692307692307
04-04-06-005,42.333333333333336
04-04-06-006,89.04615384615384
04-04-06-007,45.43076923076922
04-04-06-008,70.62307692307692
04-04-06-009,49.66666666666668
04-04-06-011,60.9076923076923
04-04-06-012,67.60000000000001
04-04-06-013,62.638461538461534
04-04-06-014,53.853846153846156
04-04-06-015,19.053846153846163
04-04-07-001,81.46153846153845
04-04-07-002,32.33846153846154
04-04-07-003,28.776923076923083
04-04-07-004,40.68461538461538
04-04-07-005,20.24615384615384
04-04-07-006,93.0769230769231
04-04-07-007,43.42307692307692
04-04-07-008,24.26923076923077
04-04-07-009,10.707692307692316
04-04-07-010,7.22307692307692
04-04-07-011,37.45384615384615
04-04-07-012,33.41538461538462
04-04-08-002,0.0
04-04-08-003,30.600000000000005
04-04-08-004,88.04615384615384
04-04-08-005,5.48461538461538
04-04-08-006,34.0923076923077
04-04-09-001,19.6
04-04-09-002,14.476923076923082
04-04-09-003,48.53076923076923
04-04-09-004,54.57692307692307
04-04-09-005,60.623076923076916
04-04-09-006,15.276923076923081
04-04-09-007,50.54615384615385
04-04-09-008,35.36153846153846
04-04-09-010,70.36923076923077
04-04-09-011,27.2923076923077
04-04-09-012,58.353846153846156
04-04-09-013,47.52307692307692
04-04-09-014,66.95384615384617
04-04-09-015,46.8
04-04-09-016,55.58461538461538
04-04-09-017,65.66153846153847
04-04-09-018,64.65384615384616
04-04-09-019,70.7
04-04-09-020,68.68461538461538
04-04-09-021,53.569230769230764
04-04-09-022,52.561538461538454
04-04-10-001,25.361538461538462
04-04-10-002,8.22307692307693
04-04-10-003,23.26153846153846
04-04-10-004,29.853846153846153
04-04-10-005,13.192307692307692
04-04-10-006,31.400000000000002
04-04-10-007,11.0
04-04-10-008,20.5
04-04-10-009,66.5923076923077
04-04-10-011,22.615384615384617
04-04-10-012,21.607692307692307
04-04-10-013,50.54615384615385
04-04-10-014,39.46153846153846
04-04-10-015,42.769230769230774
04-05-01-001,0.0
04-05-01-003,39.0
04-05-01-004,40.5
04-05-01-006,0.0
04-05-01-007,32.079365079365076
04-05-01-009,13.6875
04-05-01-011,47.88888888888889
04-05-01-012,92.55555555555556
04-05-02-001,30.42063492063492
04-05-02-002,9.523809523809522
04-05-02-003,9.0
04-05-02-004,9.0
04-05-02-006,15.571428571428575
04-05-02-008,44.8015873015873
04-05-02-009,16.325396825396826
04-05-02-010,51.269841269841265
04-05-02-011,7.0
04-05-02-012,7.0
04-05-03-001,45.49206349206349
04-05-03-002,6.246031746031749
04-05-03-003,111.0
04-05-03-004,10.0
04-05-03-005,41.142857142857146
04-05-03-006,55.888888888888886
04-05-03-007,0.0
04-05-03-008,35.9375
04-05-03-009,48.198412698412696
04-05-03-010,22.999999999999996
04-05-03-011,98.59523809523809
04-05-04-002,26.341269841269835
04-05-04-006,37.8125
04-05-04-008,0.0
04-05-05-001,47.89999999999999
04-05-05-002,12.630769230769236
04-05-05-003,257.34375
04-05-05-004,72.59375
04-05-05-006,7.88095238095238
04-05-05-007,33.079365079365076
04-05-05-008,74.4047619047619
04-05-05-009,56.261904761904766
04-05-05-010,16.95238095238095
04-05-05-011,33.14285714285714
04-05-05-012,48.198412698412696
04-05-05-013,51.60317460317461
04-05-06-001,71.75
04-05-06-002,109.75
04-05-06-003,20.611111111111114
04-05-06-004,5.865079365079367
04-05-06-005,14.604838709677425
04-05-06-006,72.76612903225808
04-05-06-008,41.15079365079364
04-05-06-009,22.99999999999999
04-05-06-010,33.66666666666668
04-05-06-011,29.04761904761905
04-05-06-012,32.07936507936508
04-05-06-013,110.0
04-05-07-001,24.83333333333334
04-05-07-002,13.499999999999995
04-05-07-003,5.142857142857148
04-05-07-004,12.571428571428568
04-05-07-005,47.33333333333335
04-05-07-006,34.66666666666668
04-05-07-007,71.66666666666669
04-05-07-008,44.33333333333332
04-05-07-009,42.150793650793645
04-05-07-010,51.22222222222222
04-05-07-011,4.166666666666671
04-05-07-013,35.03968253968254
04-05-07-014,8.18253968253968
04-05-07-016,29.285714285714285
04-05-08-001,70.33333333333331
04-05-08-002,53.66666666666667
04-05-08-003,71.39999999999998
04-05-08-004,60.2
04-05-08-006,79.42857142857143
04-05-08-007,44.0
04-05-08-008,21.714285714285715
04-05-08-009,37.8125
04-05-08-010,25.34375
04-05-08-011,79.42857142857143
04-05-08-012,46.285714285714285
04-05-08-013,71.5
04-05-08-014,6.5
04-05-08-017,145.2
04-05-08-019,146.64285714285714
04-05-09-006,8.5
04-05-09-008,77.37301587301587
04-05-09-010,45.174603174603185
04-05-09-011,47.19047619047619
04-05-09-012,43.793650793650805
04-05-09-014,57.904761904761905
04-05-09-016,34.08730158730159
04-05-09-022,0.0
04-05-09-025,65.27777777777777
04-05-10-001,38.33333333333332
04-05-10-002,58.166666666666664
04-05-10-003,29.16666666666668
04-05-10-004,24.8
04-05-10-005,45.599999999999994
04-05-10-007,40.22222222222222
04-05-10-008,21.77777777777778
04-05-10-009,21.77777777777778
04-05-10-010,29.33333333333333
04-05-10-011,67.5625
04-05-10-013,84.4920634920635
04-05-10-014,75.07936507936509
04-05-10-015,15.888888888888893
04-05-10-016,7.253968253968251
04-05-10-017,33.71428571428571
04-05-10-018,16.818181818181817
04-05-10-019,31.000000000000004
04-05-10-020,31.33333333333333
04-05-10-022,63.33333333333333
04-05-11-001,18.84375
04-05-11-002,9.875
04-05-11-003,22.375
04-05-11-004,31.25
04-05-11-005,6.25
04-05-11-006,82.5
04-05-11-007,14.626984126984127
04-05-11-008,26.071428571428577
04-05-11-009,59.96031746031746
04-05-11-010,84.17460317460318
04-05-11-011,25.3125
04-05-11-012,8.9375
04-05-11-014,18.968253968253958
04-05-11-015,9.333333333333332
04-05-11-016,40.50000000000001
04-05-11-017,105.8
04-05-11-018,50.833333333333336
04-05-12-001,6.03125
04-05-12-002,17.1875
04-05-12-003,46.0
04-05-12-004,46.0
04-05-12-005,23.317460317460316
04-05-12-006,212.84920634920633
04-05-12-007,39.12698412698413
04-05-12-009,53.23809523809525
04-05-12-010,98.59523809523809
04-05-12-011,66.34126984126983
04-05-12-013,5.0
04-05-12-014,56.5625
04-05-12-015,7.0625
04-05-12-016,42.125
04-05-12-017,45.174603174603185
04-05-12-018,11.28571428571428
04-05-12-019,68.0
04-05-12-020,24.32539682539682
04-05-13-002,98.0
04-05-13-003,30.833333333333336
04-05-13-004,28.000000000000004
04-05-13-005,76.48412698412697
04-05-13-006,98.59523809523809
04-05-13-008,88.57936507936508
04-05-13-009,13.25
04-05-13-010,44.5
04-05-13-011,22.0
04-05-13-012,49.75
04-05-13-013,98.59523809523809
04-05-13-014,75.4126984126984
04-05-14-001,14.936507936507937
04-05-14-002,6.875
04-05-14-003,32.84375
04-05-14-004,15.944444444444445
04-05-14-005,119.46875
04-05-14-006,79.25
04-05-14-007,77.1875
04-05-14-008,66.875
04-05-14-009,36.420634920634924
04-05-14-010,6.246031746031745
04-05-14-011,6.0
04-05-14-012,6.0
04-05-14-014,111.5
04-05-14-015,9.960317460317453
04-05-14-016,11.97619047619048
04-05-14-017,11.97619047619048
04-05-14-018,50.21428571428571
04-05-14-020,54.24603174603175
04-05-14-021,42.150793650793645
04-05-14-022,52.23015873015873
04-05-14-023,47.1904761904762
04-05-15-001,11.75
04-05-15-002,34.90625
04-05-15-003,16.34375
04-05-15-004,32.07142857142856
04-05-15-005,95.87301587301587
04-05-15-006,26.031746031746035
04-05-15-007,19.349206349206344
04-05-15-008,40.51587301587301
04-05-15-009,51.53968253968255
04-05-15-010,119.76984126984127
04-05-15-011,91.48412698412699
04-05-15-012,63.007936507936506
04-05-15-014,81.78125
04-05-15-015,16.15625
04-05-16-004,4.920634920634923
04-05-16-007,104.65625
04-05-16-008,36.375
04-05-16-009,116.09523809523809
04-05-16-011,35.095238095238095
04-05-16-013,73.4047619047619
04-05-16-014,29.365079365079364
04-05-17-001,0.0
04-05-17-002,82.84920634920634
04-05-17-004,121.13492063492065
04-05-17-005,123.5
04-05-17-006,133.0
04-05-17-007,11.920634920634917
04-05-17-008,10.277777777777777
04-05-17-009,65.34126984126983
04-05-17-011,98.59523809523809
04-05-17-012,21.03174603174603
04-05-17-013,47.25396825396825
04-05-17-014,24.007936507936503
04-05-17-017,9.5
04-05-18-002,8.261904761904757
04-05-18-006,38.182539682539684
04-05-19-001,16.32539682539682
04-05-19-002,12.920634920634924
04-05-19-003,10.849206349206355
04-05-19-004,10.849206349206343
04-05-19-005,11.222222222222216
04-05-19-006,115.3968253968254
04-05-19-007,5.865079365079369
04-05-19-008,143.2619047619048
04-05-19-009,139.2936507936508
04-05-19-010,7.253968253968253
04-05-19-011,7.19047619047619
04-05-19-012,0.0
04-05-19-013,94.88095238095238
04-05-19-014,163.48412698412702
04-06-01-001,26.72463768115942
04-06-01-002,23.449275362318843
04-06-01-003,64.02898550724639
04-06-01-005,35.27536231884058
04-06-01-007,49.478260869565226
04-06-01-008,41.36231884057971
04-06-02-002,67.73913043478262
04-06-02-003,78.89855072463769
04-06-02-005,20.111111111111107
04-06-02-006,37.22222222222223
04-06-02-007,32.77777777777777
04-06-02-008,20.405797101449267
04-06-02-009,26.72463768115942
04-06-02-010,34.26086956521739
04-06-03-002,7.888888888888889
04-06-03-003,21.444444444444446
04-06-03-004,22.555555555555557
04-06-03-005,15.222222222222221
04-06-03-006,46.11111111111111
04-06-03-007,56.1111111111111
04-06-03-008,32.231884057971016
04-06-03-010,52.55555555555555
04-06-04-001,70.9908256880734
04-06-04-002,105.73913043478261
04-06-04-003,226.46376811594203
04-06-04-004,194.89855072463766
04-06-04-005,91.41176470588235
04-06-04-006,96.08823529411764
04-06-04-007,18.25
04-06-05-001,102.46376811594203
04-06-05-002,68.08695652173913
04-06-05-003,59.97101449275363
04-06-05-005,21.072463768115938
04-06-05-006,15.0
04-06-05-008,18.5
04-06-05-009,23.932203389830512
04-06-05-010,27.635593220338983
04-06-06-002,18.385321100917427
04-06-06-004,20.956521739130437
04-06-06-007,53.65217391304348
04-06-06-010,18.927536231884062
04-06-07-001,90.28985507246378
04-06-07-002,10.0
04-06-07-003,6.495412844036705
04-06-07-004,15.8840579710145
04-06-07-005,42.60869565217392
04-06-07-006,7.884057971014488
04-06-07-007,14.202898550724639
04-06-07-008,22.086956521739125
04-06-08-001,55.565217391304344
04-06-08-002,4.0
04-06-08-003,19.999999999999993
04-06-08-005,49.66666666666667
04-06-08-006,6.333333333333334
04-06-08-007,58.173913043478265
04-06-08-008,12.666666666666663
04-06-09-001,133.43119266055047
04-06-09-002,67.74311926605505
04-06-09-005,25.01449275362318
04-06-09-006,0.0
04-06-09-007,78.78260869565219
04-06-09-008,64.81159420289853
04-06-10-001,32.0
04-06-10-002,32.0
04-06-10-004,51.07246376811594
04-06-10-005,51.5
04-06-10-006,30.434782608695645
04-06-10-007,21.420289855072458
04-06-10-008,90.40579710144928
04-06-11-001,90.0
04-06-11-002,15.0
04-06-11-003,139.1014492753623
04-06-11-004,43.25
04-06-11-006,63.014492753623195
